name,num,dif
img1,1,0.208143067824352
img10,10,0.401213586402261
img100,100,0.01464123276158
img101,101,0.617274678528186
img102,102,0.291318647906943
img103,103,0.36922365469518
img104,104,0.263495255243584
img105,105,0.54270347123148
img105,105,0.313650230666228
img106,106,0.110661722057361
img107,107,0.222362795986834
img108,108,0.537445175421616
img108,108,0.241208122916253
img109,109,0.312482229688483
img11,11,0.542379936256542
img110,110,0.231999550635824
img111,111,0.088171839109014
img112,112,0.142205274769152
img113,113,0.392987687078324
img114,114,0.542390039305157
img115,115,0.518867878110486
img116,116,0.187805046149237
img117,117,0.392280866981945
img118,118,0.426120318837667
img119,119,0.633565312528229
img119,119,0.413965531944357
img12,12,0.457773481240493
img120,120,0.364869684321492
img121,121,0.382930728166783
img122,122,0.741689458304719
img122,122,0.39511748739244
img123,123,0.201103891985387
img124,124,0.493359024342315
img125,125,0.692813714005187
img126,126,0.121140200672394
img13,13,0.485056177626243
img14,14,0.011673685191344
img15,15,0.397506016424955
img16,16,0.338186805748285
img17,17,0.420862632132295
img18,18,0.190000667051202
img19,19,0.229200650778715
img2,2,0.069984737712748
img20,20,0.10999870618419
img21,21,0.136103405884071
img22,22,0.54659378474471
img22,22,0.140676220449296
img22,22,0.036672328339599
img23,23,0.007030879537264
img24,24,0.014850220884085
img25,25,0.001828612672674
img26,26,0.041700079009131
img27,27,0.474113780690055
img28,28,0.368073761785226
img29,29,0.377889785351357
img3,3,0.294748257995804
img30,30,0.337002526998301
img31,31,0.421954932978879
img32,32,0.508573937438242
img33,33,0.18364488383774
img34,34,0.312758444216692
img35,35,0.169568687860623
img36,36,0.330118354419055
img37,37,0.264073147135364
img37,37,0.488939716055383
img38,38,0.410390894686308
img39,39,0.202186917292685
img4,4,0.096908716387623
img40,40,0.498479724194305
img40,40,0.332679297448063
img41,41,0.291992488674153
img42,42,0.198977895240931
img43,43,0.272322979605121
img44,44,0.266236366340808
img45,45,0.111776373155681
img46,46,0.353247530096257
img47,47,0.522827390283776
img48,48,0.192998549847328
img49,49,0.412151746330643
img5,5,0.330557548844707
img50,50,0.036521254785363
img51,51,0.345146386892914
img52,52,0.119356751344793
img53,53,0.280195393672782
img54,54,0.085036783893378
img55,55,0.061484338334771
img56,56,0.236944220228835
img57,57,0.286354426673074
img58,58,0.183433120425592
img58,58,0.544535476040543
img59,59,0.393168429120292
img59,59,0.509275532659575
img6,6,0.142740847936274
img60,60,0.242669350291341
img61,61,0.590923763392182
img62,62,0.188115556431146
img62,62,0.364197180326324
img63,63,0.543925676998503
img63,63,0.334997376726049
img64,64,0.497781969191367
img64,64,0.419096058799865
img65,65,0.553672470912159
img65,65,0.712728831420063
img66,66,0.546784855437714
img66,66,0.043631859200593
img67,67,0.277232125091962
img67,67,0.051364620946515
img68,68,0.346468697511901
img68,68,0.645993452406368
img69,69,0.200584617079525
img69,69,0.264358160934044
img7,7,0.219253224299361
img70,70,0.251822232995531
img70,70,0.334423916047065
img71,71,0.569077809027666
img71,71,0.402268262465169
img72,72,0.151801382907962
img72,72,0.027077518467487
img73,73,0.010510428266534
img73,73,0.144068530288787
img74,74,0.132143764192341
img75,75,0.271868922252383
img75,75,0.102839959838845
img76,76,0.247633097137169
img76,76,0.04961910858336
img77,77,0.420129431607761
img77,77,0.336134773656115
img78,78,0.467027882770634
img78,78,0.172124500831782
img79,79,0.304854274426943
img79,79,0.343852058510972
img8,8,0.577767094734776
img80,80,0.534985658133937
img80,80,0.377065524763717
img81,81,0.352540439850541
img81,81,0.245071179829056
img82,82,0.336114262390155
img83,83,0.583474280490383
img84,84,0.443990098212658
img85,85,0.157986478669425
img86,86,0.048115733213028
img87,87,0.087121861658346
img88,88,0.269132576997024
img89,89,0.270620981861925
img9,9,0.304607422318694
img90,90,0.337338794712927
img91,91,0.251833183589848
img92,92,0.341109349391664
img93,93,0.488370035456448
img94,94,0.395677622076897
img95,95,0.313667582306047
img96,96,0.396625799966162
img97,97,0.011555979078645
img98,98,0.061370135566633
img99,99,0.370710754806238
