name,num,dif
img1,1,1.78925925925927
img10,10,20.6348814229249
img100,100,40.9197404371585
img101,101,5.81040000000002
img102,102,14.2427947082448
img103,103,4.94773175542406
img104,104,17.5402833241029
img105,105,7.83467202141901
img105,105,9.63655328798185
img106,106,14.4466006698815
img107,107,3.87037037037038
img108,108,7.24549549549549
img108,108,11.8247413564418
img109,109,3.24343788437886
img11,11,3.14459876543211
img110,110,2.58466108560626
img111,111,29.9250485436893
img112,112,2.79498316498317
img113,113,2.11138251099169
img114,114,6.21061854693568
img115,115,12.7118731335599
img116,116,1.5846153846154
img117,117,9.56972222222223
img118,118,2.42945128779394
img119,119,2.12776315789474
img119,119,11.2073578595318
img12,12,17.1333333333334
img120,120,8.52399774138905
img121,121,3.16647961092406
img122,122,5.31070567609029
img122,122,0.40606837606839
img123,123,2.60458284371327
img124,124,1.43881118881117
img125,125,1.19544943820225
img126,126,0.363184079601979
img13,13,7.88050490883592
img14,14,26.0011320754717
img15,15,15.2693617021277
img16,16,13.7967463479416
img17,17,8.46606802288625
img18,18,8.75536366064273
img19,19,16.2009400705053
img2,2,29.7774290780142
img20,20,12.4218209023323
img21,21,11.657529231754
img22,22,0.014799154334071
img22,22,17.9799037146164
img22,22,21.030503516958
img23,23,2.63511172470956
img24,24,1.2678981711239
img25,25,49.5720937097467
img26,26,53.009623095429
img27,27,5.85753660637383
img28,28,0.442054958184002
img29,29,3.43132585650639
img3,3,2.65358126721765
img30,30,0.508755373807276
img31,31,7.06809949847155
img32,32,1.42200607902734
img33,33,2.01240667545017
img34,34,15.9788115530303
img35,35,26.7430269775949
img36,36,14.2252653927813
img37,37,18.2200695479384
img37,37,7.11019163763066
img38,38,9.58635191968526
img39,39,22.3448511185717
img4,4,29.2875084175084
img40,40,9.22073170731704
img40,40,8.50043171114598
img41,41,23.7252252252253
img42,42,1.85945945945946
img43,43,22.0946092227755
img44,44,0.368205128205147
img45,45,29.3797581728616
img46,46,5.16976127320956
img47,47,9.61291916325027
img48,48,21.5914039357748
img49,49,3.71574982313237
img5,5,2.39868773202107
img50,50,25.2791449167288
img51,51,2.95820512820512
img52,52,5.05479452054794
img53,53,5.02505760368663
img54,54,4.3791505791506
img55,55,9.27749634132613
img56,56,6.18701298701299
img57,57,14.2133498988679
img58,58,11.7382447665056
img58,58,6.86302211302211
img59,59,8.06594837935174
img59,59,7.56045681142747
img6,6,25.4246116504854
img60,60,4.65641281233386
img61,61,4.04196054991034
img62,62,9.79710977126996
img62,62,14.7155801661213
img63,63,0.654357860439859
img63,63,1.44673913043479
img64,64,3.32085561497325
img64,64,0.218694885361543
img65,65,4.63558663558663
img65,65,1.76964085297419
img66,66,11.4503676470588
img66,66,3.03195488721803
img67,67,13.2955205626051
img67,67,6.28021528021529
img68,68,10.5050052305912
img68,68,2.55619834710744
img69,69,8.84125990821861
img69,69,12.761120615911
img7,7,4.04770642201837
img70,70,1.26600284495021
img70,70,16.5017825311943
img71,71,2.20830005481169
img71,71,12.0979532163743
img72,72,17.5255246166263
img72,72,8.64345785440614
img73,73,5.25477616196179
img73,73,15.1180107526881
img74,74,0.911882510013356
img75,75,16.8806666666666
img75,75,7.40662376297738
img76,76,16.1448275862069
img76,76,6.71753371868979
img77,77,5.54676535087719
img77,77,8.18803418803418
img78,78,19.3689856711916
img78,78,15.5865556527073
img79,79,7.94185185185185
img79,79,14.0529300356506
img8,8,16.1957823859881
img80,80,9.79302477183836
img80,80,3.248973727422
img81,81,24.628421900161
img81,81,4.11893259719346
img82,82,4.95313608156029
img83,83,2.777027027027
img84,84,4.22035714285718
img85,85,6.95952023988005
img86,86,1.15286195286194
img87,87,2.49098474341193
img88,88,7.02984147855943
img89,89,1.56077694235589
img9,9,3.7694457382394
img90,90,10.7488753076988
img91,91,1.88661934424647
img92,92,0.040639467592598
img93,93,1.66791958041958
img94,94,0.179059829059867
img95,95,1.04692624380715
img96,96,5.02357320099253
img97,97,13.4023089756423
img98,98,16.6315810626156
img99,99,9.48084677419354
